"","Player","Pos","Ht","Wt","Forty","Vertical","BenchReps","BroadJump","Cone","Shuttle","AV","Round","Forty_Imputed","Vertical_Imputed","BenchReps_Imputed","BroadJump_Imputed","Cone_Imputed","Shuttle_Imputed"
"4933","Dorin Dickerson","TE",73,226,4.4,43.5,24,125,6.96,4.3,1,7,4.4,43.5,24,125,6.96,4.3
"4934","Ed Dickson","TE",76,249,4.59,34,23,115,7.32,4.59,8,3,4.59,34,23,115,7.32,4.59
"4935","Jim Dray","TE",77,246,4.82,NA,17,NA,NA,NA,0,7,4.82,33,17,114,7.15,4.35
"4936","Brody Eldridge","TE",77,261,4.72,31.5,NA,NA,NA,NA,0,5,4.72,31.5,20,114,7.15,4.35
"4937","Dedrick Epps","TE",75,250,4.7,NA,19,NA,NA,NA,0,7,4.7,33,19,114,7.15,4.35
"4938","Jimmy Graham","TE",78,260,4.53,38.5,NA,120,6.9,4.45,24,3,4.53,38.5,20,120,6.9,4.45
"4939","Garrett Graham","TE",75,243,4.71,34.5,20,112,7.09,4.35,2,4,4.71,34.5,20,112,7.09,4.35
"4940","Jermaine Gresham","TE",77,261,4.66,35,20,113,7.07,4.53,16,1,4.66,35,20,113,7.07,4.53
"4941","Rob Gronkowski","TE",78,264,4.68,NA,23,NA,NA,NA,29,2,4.68,33,23,114,7.15,4.35
"4942","Aaron Hernandez","TE",74,245,4.64,NA,NA,NA,NA,NA,23,4,4.64,33,20,114,7.15,4.35
"4943","Michael Hoomanawanui","TE",76,264,4.77,NA,25,NA,NA,NA,2,5,4.77,33,25,114,7.15,4.35
"4944","Jeron Mastrud","TE",77,256,4.82,NA,NA,NA,NA,NA,0,8,4.82,33,20,114,7.15,4.35
"4945","Anthony McCoy","TE",76,259,4.71,35.5,19,113,6.99,4.57,4,6,4.71,35.5,19,113,6.99,4.57
"4946","Tony Moeaki","TE",75,245,4.69,34,18,113,7.1,4.42,9,3,4.69,34,18,113,7.1,4.42
"4947","Colin Peek","TE",77,254,4.93,NA,19,NA,NA,NA,0,8,4.93,33,19,114,7.15,4.35
"4948","Dennis Pitta","TE",76,245,4.68,34,27,113,6.72,4.17,10,4,4.68,34,27,113,6.72,4.17
"4949","Andrew Quarless","TE",76,254,4.68,32,23,112,NA,NA,2,5,4.68,32,23,112,7.15,4.35
"4950","Jordan Cameron","TE",77,254,4.53,37.5,23,119,6.82,4.03,8,4,4.53,37.5,23,119,6.82,4.03
"4951","Charlie Gantt","TE",76,252,4.85,30.5,27,112,7.15,4.4,0,8,4.85,30.5,27,112,7.15,4.4
"4952","Cameron Graham","TE",75,244,5,31,18,105,7.19,4.51,0,8,5,31,18,105,7.19,4.51
"4953","Virgil Green","TE",75,249,4.54,42.5,23,130,6.9,4.4,1,7,4.54,42.5,23,130,6.9,4.4
"4954","Daniel Hardy","TE",76,249,4.78,NA,18,NA,NA,NA,0,7,4.78,33,18,114,7.15,4.35
"4955","Rob Housler","TE",77,248,4.46,37,22,117,6.9,4.21,8,3,4.46,37,22,117,6.9,4.21
"4956","Lance Kendricks","TE",75,243,4.65,34.5,25,122,6.94,4.15,8,2,4.65,34.5,25,122,6.94,4.15
"4957","Schuylar Oordt","TE",78,261,4.63,36,18,119,6.83,4.25,0,8,4.63,36,18,119,6.83,4.25
"4958","Zack Pianalto","TE",75,256,4.78,32,22,108,6.85,4.41,0,8,4.78,32,22,108,6.85,4.41
"4959","Kyle Rudolph","TE",78,259,4.83,NA,NA,NA,NA,NA,10,2,4.83,33,20,114,7.15,4.35
"4960","Weslye Saunders","TE",77,270,4.93,33.5,19,116,NA,NA,0,8,4.93,33.5,19,116,7.15,4.35
"4961","Lee Smith","TE",78,266,4.94,29,25,108,7.13,4.28,1,5,4.94,29,25,108,7.13,4.28
"4962","Luke Stocker","TE",77,258,4.68,33,27,115,7.03,4.4,2,4,4.68,33,27,115,7.03,4.4
"4963","Julius Thomas","TE",77,246,4.64,35.5,16,111,6.96,4.31,8,4,4.64,35.5,16,111,6.96,4.31
"4964","D.J. Williams-02","TE",74,245,4.59,33.5,20,111,7.29,4.51,1,5,4.59,33.5,20,111,7.29,4.51
"4965","Dwayne Allen","TE",75,255,4.85,32,27,110,7.12,4.37,7,3,4.85,32,27,110,7.12,4.37
"4966","Orson Charles","TE",74,251,4.73,NA,35,NA,NA,NA,1,4,4.73,33,35,114,7.15,4.35
"4967","Michael Egnew","TE",77,252,4.52,36,21,131,7.03,4.32,0,3,4.52,36,21,131,7.03,4.32
"4968","Rhett Ellison","TE",77,251,4.78,31.5,NA,109,NA,NA,4,4,4.78,31.5,20,109,7.15,4.35
"4969","Coby Fleener","TE",78,247,4.51,NA,27,NA,NA,NA,15,2,4.51,33,27,114,7.15,4.35
"4970","Ladarius Green","TE",78,238,4.45,34.5,16,124,7.12,4.47,6,4,4.45,34.5,16,124,7.12,4.47
"4971","James Hanna","TE",76,252,4.43,36,24,122,6.76,4.11,3,6,4.43,36,24,122,6.76,4.11
"4972","Cory Harkey","TE",76,260,5.06,26.5,13,109,7.4,4.69,1,8,5.06,26.5,13,109,7.4,4.69
"4973","David Paulson","TE",75,246,4.79,32,21,110,7.18,4.4,1,7,4.79,32,21,110,7.18,4.4
"4974","DeAngelo Peterson","TE",75,243,4.69,36,18,121,7.19,NA,0,8,4.69,36,18,121,7.19,4.35
"4975","Nick Provo","TE",75,237,4.76,NA,NA,NA,NA,NA,0,8,4.76,33,20,114,7.15,4.35
"4976","Beau Reliford","TE",77,256,4.84,NA,NA,NA,NA,NA,0,8,4.84,33,20,114,7.15,4.35
"4977","Justice Cunningham","TE",75,258,4.94,31.5,NA,116,7.12,4.45,0,7,4.94,31.5,20,116,7.12,4.45
"4978","Tyler Eifert","TE",77,250,4.68,35.5,22,119,6.92,4.32,10,1,4.68,35.5,22,119,6.92,4.32
"4979","Zach Ertz","TE",77,249,4.76,30.5,24,111,7.08,4.47,15,2,4.76,30.5,24,111,7.08,4.47
"4980","Gavin Escobar","TE",78,254,4.84,32,NA,114,7.07,4.31,2,2,4.84,32,20,114,7.07,4.31
"4981","Joseph Fauria","TE",79,259,4.82,NA,17,NA,NA,NA,3,8,4.82,33,17,114,7.15,4.35
"4982","Matt Furstenburg","TE",76,242,4.62,35.5,18,115,7.09,4.35,0,8,4.62,35.5,18,115,7.09,4.35
"4983","Chris Gragg","TE",75,244,4.5,37.5,18,125,7.08,4.51,1,7,4.5,37.5,18,125,7.08,4.51
"4984","D.C. Jefferson","TE",78,255,4.97,NA,3,NA,NA,NA,0,7,4.97,33,3,114,7.15,4.35
"4985","Nick Kasa","TE",78,269,4.71,31.5,22,113,NA,NA,0,6,4.71,31.5,22,113,7.15,4.35
"4986","Travis Kelce","TE",77,255,4.63,NA,NA,NA,NA,NA,18,3,4.63,33,20,114,7.15,4.35
"4987","Philip Lutzenkirchen","TE",75,258,4.94,30.5,21,112,7.15,4.35,0,8,4.94,30.5,21,112,7.15,4.35
"4988","Vance McDonald","TE",76,267,4.69,33.5,31,119,7.08,4.53,3,2,4.69,33.5,31,119,7.08,4.53
"4989","Ryan Otten","TE",77,230,4.69,NA,NA,NA,NA,NA,0,8,4.69,33,20,114,7.15,4.35
"4990","Chris Pantale","TE",77,254,4.99,33.5,17,110,7.48,4.5,0,8,4.99,33.5,17,110,7.48,4.5
"4991","Jordan Reed","TE",74,236,4.72,NA,16,NA,NA,NA,14,3,4.72,33,16,114,7.15,4.35
"4992","Mychal Rivera","TE",75,242,4.81,31,17,112,7.17,4.43,8,6,4.81,31,17,112,7.17,4.43
"4993","Dion Sims","TE",77,262,4.75,35,22,112,7.36,4.52,4,4,4.75,35,22,112,7.36,4.52
"4994","Jake Stoneburner","TE",75,252,4.65,34.5,18,116,7.12,4.27,0,8,4.65,34.5,18,116,7.12,4.27
"4995","Levine Toilolo","TE",80,260,4.86,31,17,113,7.09,4.57,2,4,4.86,31,17,113,7.09,4.57
"4996","Jace Amaro","TE",77,265,4.74,33,28,118,7.42,4.3,4,2,4.74,33,28,118,7.42,4.3
"4997","Rob Blanchflower","TE",76,256,4.82,NA,NA,NA,NA,NA,0,7,4.82,33,20,114,7.15,4.35
"4998","A.D. Denham","TE",76,235,4.69,32.5,NA,NA,NA,NA,0,8,4.69,32.5,20,114,7.15,4.35
"4999","Joe Don Duncan","TE",75,268,4.79,NA,35,NA,NA,NA,0,8,4.79,33,35,114,7.15,4.35
"5000","Eric Ebron","TE",76,250,4.6,32,24,120,NA,NA,12,1,4.6,32,24,120,7.15,4.35
"5001","C.J. Fiedorowicz","TE",77,265,4.76,31.5,25,116,7.1,4.26,5,3,4.76,31.5,25,116,7.1,4.26
"5002","Crockett Gillmore","TE",78,260,4.89,33.5,NA,120,7.42,4.44,4,3,4.89,33.5,20,120,7.42,4.44
"5003","Xavier Grimble","TE",76,257,4.76,26.5,NA,113,NA,NA,1,8,4.76,26.5,20,113,7.15,4.35
"5004","Nic Jacobs","TE",77,269,4.89,NA,15,NA,NA,NA,0,8,4.89,33,15,114,7.15,4.35
"5005","Marcel Jensen","TE",78,259,4.85,35,24,115,7.38,4.6,0,8,4.85,35,24,115,7.38,4.6
"5006","A.C. Leonard","TE",74,252,4.5,34,20,128,NA,NA,0,8,4.5,34,20,128,7.15,4.35
"5007","Colt Lyerla","TE",76,242,4.61,39,15,128,NA,NA,0,8,4.61,39,15,128,7.15,4.35
"5008","Arthur Lynch","TE",77,258,4.82,29.5,28,116,7.38,4.35,0,5,4.82,29.5,28,116,7.38,4.35
"5009","Jake Murphy","TE",76,249,4.79,33,24,114,7.18,4.27,0,8,4.79,33,24,114,7.18,4.27
"5010","Jordan Najvar","TE",78,256,4.93,32.5,18,112,7.14,4.47,0,8,4.93,32.5,18,112,7.14,4.47
"5011","Troy Niklas","TE",78,270,4.84,32,27,114,7.57,4.55,0,2,4.84,32,27,114,7.57,4.55
"5012","Jacob Pedersen","TE",75,238,4.82,28.5,NA,111,7.55,4.4,0,8,4.82,28.5,20,111,7.55,4.4
"5013","Richard Rodgers","TE",76,257,4.87,31.5,16,116,7.23,4.47,11,3,4.87,31.5,16,116,7.23,4.47
"5014","Austin Seferian-Jenkins","TE",77,262,4.75,NA,20,NA,NA,NA,6,2,4.75,33,20,114,7.15,4.35
"5015","D.J. Tialavea","TE",75,267,4.95,NA,NA,NA,NA,NA,0,8,4.95,33,20,114,7.15,4.35
"5016","Larry Webster","TE",78,252,4.58,36.5,17,123,7.29,4.44,0,4,4.58,36.5,17,123,7.29,4.44
"5017","Rory Anderson","TE",77,244,4.73,NA,NA,NA,NA,NA,0,8,4.73,33,20,114,7.15,4.35
"5018","Blake Bell","TE",78,252,4.8,33,14,116,6.85,4.32,2,4,4.8,33,14,116,6.85,4.32
"5019","E.J. Bibbs","TE",74,258,4.88,NA,20,NA,NA,NA,0,8,4.88,33,20,114,7.15,4.35
"5020","Nick Boyle","TE",76,268,5.04,30.5,20,112,7.13,4.23,3,5,5.04,30.5,20,112,7.13,4.23
"5021","Gerald Christian","TE",75,244,4.87,NA,28,NA,7.62,4.7,0,7,4.87,33,28,114,7.62,4.7
"5022","AJ Derby","TE",76,255,4.72,NA,15,NA,NA,NA,0,8,4.72,33,15,114,7.15,4.35
"5023","Jeff Heuerman","TE",77,254,4.81,NA,26,NA,NA,NA,2,3,4.81,33,26,114,7.15,4.35
"5024","Jesse James","TE",79,261,4.83,37.5,26,121,7.53,4.5,7,5,4.83,37.5,26,121,7.53,4.5
"5025","Ben Koyack","TE",77,255,4.79,NA,NA,NA,NA,NA,1,7,4.79,33,20,114,7.15,4.35
"5026","Tyler Kroft","TE",77,246,4.75,NA,17,NA,NA,NA,5,3,4.75,33,17,114,7.15,4.35
"5027","Nick O'Leary","TE",75,252,4.93,30.5,21,110,7.4,4.5,4,6,4.93,30.5,21,110,7.4,4.5
"5028","MyCole Pruitt","TE",74,251,4.58,38,17,118,7.25,4.37,1,5,4.58,38,17,118,7.25,4.37
"5029","Wes Saxton","TE",75,248,4.65,36,NA,119,7.29,4.49,0,8,4.65,36,20,119,7.29,4.49
"5030","Jean Sifrin","TE",77,245,4.84,33,NA,114,7.5,4.6,0,8,4.84,33,20,114,7.5,4.6
"5031","Randall Telfer","TE",76,250,4.83,NA,20,NA,NA,NA,0,6,4.83,33,20,114,7.15,4.35
"5032","Eric Tomlinson","TE",78,263,4.98,30.5,19,110,7.46,4.54,1,8,4.98,30.5,19,110,7.46,4.54
"5033","Clive Walford","TE",76,251,4.79,35,20,120,7.32,4.57,7,3,4.79,35,20,120,7.32,4.57
"5034","Maxx Williams","TE",76,249,4.78,34.5,17,117,7.3,4.37,3,2,4.78,34.5,17,117,7.3,4.37
"5035","Jerell Adams","TE",77,247,4.64,32.5,NA,117,7.05,4.31,2,6,4.64,32.5,20,117,7.05,4.31
"5036","Stephen Anderson","TE",74,230,4.59,38,16,119,NA,NA,0,8,4.59,38,16,119,7.15,4.35
"5037","Ben Braunecker","TE",75,250,4.73,35.5,20,121,6.9,4.2,0,8,4.73,35.5,20,121,6.9,4.2
"5038","Thomas Duarte","TE",74,231,4.72,33.5,12,118,6.97,4.24,0,7,4.72,33.5,12,118,6.97,4.24
"5039","David Grinnage","TE",77,248,4.9,29.5,NA,106,NA,NA,0,8,4.9,29.5,20,106,7.15,4.35
"5040","Temarrick Hemingway","TE",77,244,4.71,30.5,18,115,6.88,4.31,0,8,4.71,30.5,18,115,6.88,4.31
"5041","Hunter Henry","TE",77,250,4.79,NA,13,NA,NA,NA,9,2,4.79,33,13,114,7.15,4.35
"5042","Tyler Higbee","TE",78,249,4.77,NA,NA,NA,NA,NA,4,4,4.77,33,20,114,7.15,4.35
"5043","Austin Hooper","TE",76,254,4.72,33,19,117,7,4.32,8,3,4.72,33,19,117,7,4.32
"5044","Ryan Malleck","TE",76,247,4.77,34.5,18,121,7,4.33,0,8,4.77,34.5,18,121,7,4.33
"5045","Jake McGee","TE",77,250,4.83,NA,17,NA,NA,NA,0,8,4.83,33,17,114,7.15,4.35
"5046","David Morgan","TE",76,262,NA,NA,NA,NA,NA,NA,1,6,4.78,33,20,114,7.15,4.35
"5047","Beau Sandland","TE",76,253,4.74,35,23,124,7.1,4.33,0,8,4.74,35,23,124,7.1,4.33
"5048","Nick Vannett","TE",78,257,4.76,30.5,17,111,7.05,4.2,1,3,4.76,30.5,17,111,7.05,4.2
"5049","Bryce Williams","TE",78,257,4.94,29.5,19,111,7.19,4.53,0,8,4.94,29.5,19,111,7.19,4.53
"5050","Pharaoh Brown","TE",78,255,NA,34,24,NA,NA,NA,0,8,4.78,34,24,114,7.15,4.35
"5051","Billy Brown","TE",75,254,4.7,29,23,118,NA,NA,0,8,4.7,29,23,118,7.15,4.35
"5052","Jake Butt","TE",77,246,NA,NA,NA,NA,NA,NA,0,5,4.78,33,20,114,7.15,4.35
"5053","Cethan Carter","TE",75,241,4.68,NA,19,NA,NA,NA,0,8,4.68,33,19,114,7.15,4.35
"5054","Darrell Daniels","TE",75,247,4.55,32,17,116,7.09,4.47,0,8,4.55,32,17,116,7.09,4.47
"5055","Evan Engram","TE",75,234,4.42,36,19,125,6.92,4.23,5,1,4.42,36,19,125,6.92,4.23
"5056","Gerald Everett","TE",75,239,4.62,37.5,22,126,6.99,4.33,3,2,4.62,37.5,22,126,6.99,4.33
"5057","Cole Hikutini","TE",76,247,NA,NA,20,NA,NA,NA,0,8,4.78,33,20,114,7.15,4.35
"5058","Bucky Hodges","TE",78,257,4.57,39,18,134,NA,4.45,0,6,4.57,39,18,134,7.15,4.45
"5059","O.J. Howard","TE",78,251,4.51,30,22,121,6.85,4.16,3,1,4.51,30,22,121,6.85,4.16
"5060","George Kittle","TE",76,247,4.52,35,18,132,NA,NA,4,5,4.52,35,18,132,7.15,4.35
"5061","Jordan Leggett","TE",77,258,NA,33,18,114,7.12,4.33,0,5,4.78,33,18,114,7.12,4.33
"5062","David Njoku","TE",76,246,4.64,37.5,21,133,6.97,4.34,2,1,4.64,37.5,21,133,6.97,4.34
"5063","Scott Orndoff","TE",77,253,4.84,27,17,112,7.37,4.45,0,8,4.84,27,17,112,7.37,4.45
"5064","Hayden Plinke","TE",76,264,4.97,28,18,109,7.55,4.59,0,8,4.97,28,18,109,7.55,4.59
"5065","Michael Roberts","TE",76,270,4.86,30,NA,110,7.05,4.51,0,4,4.86,30,20,110,7.05,4.51
"5066","Eric Saubert","TE",77,253,NA,33,22,121,NA,NA,0,8,4.78,33,22,121,7.15,4.35
"5067","Adam Shaheen","TE",78,278,4.79,32.5,24,121,7.09,4.38,0,8,4.79,32.5,24,121,7.09,4.38
"5068","Jonnu Smith","TE",75,248,4.62,38,22,127,NA,4.18,1,3,4.62,38,22,127,7.15,4.18
"5069","Jeremy Sprinkle","TE",77,252,4.69,29,NA,116,NA,NA,0,5,4.69,29,20,116,7.15,4.35
"5070","Plaxico Burress","WR",77,231,4.59,33,NA,115,NA,NA,25,1,4.59,33,14,115,6.96,4.205
"5071","Kwame Cavil","WR",74,208,4.54,39.5,NA,118,NA,NA,0,8,4.54,39.5,14,118,6.96,4.205
"5072","Chris Cole","WR",72,191,4.37,37.5,NA,125,6.76,4.09,1,3,4.37,37.5,14,125,6.76,4.09
"5073","Chris Coleman","WR",72,211,4.61,32.5,NA,110,6.79,4.1,0,8,4.61,32.5,14,110,6.79,4.1
"5074","Laveranues Coles","WR",71,192,4.41,34,NA,115,6.89,4.39,26,3,4.41,34,14,115,6.89,4.39
"5075","Chris Daniels","WR",75,217,4.74,33,NA,115,7.2,4.24,0,8,4.74,33,14,115,7.2,4.24
"5076","Brandon Daniels","WR",70,211,4.54,NA,NA,NA,NA,NA,0,8,4.54,35.5,14,120,6.96,4.205
"5077","JaJuan Dawson","WR",73,199,4.55,34,NA,117,6.96,4.16,5,3,4.55,34,14,117,6.96,4.16
"5078","Ron Dugans","WR",73,206,4.58,NA,NA,117,NA,NA,6,3,4.58,35.5,14,117,6.96,4.205
"5079","Matt Farmer","WR",72,190,4.51,33,NA,108,6.63,3.94,0,8,4.51,33,14,108,6.63,3.94
"5080","Danny Farmer","WR",75,217,4.58,NA,NA,NA,NA,NA,5,4,4.58,35.5,14,120,6.96,4.205
"5081","Chafie Fields","WR",73,196,4.43,NA,NA,NA,NA,NA,0,8,4.43,35.5,14,120,6.96,4.205
"5082","Larry Foster","WR",70,198,4.55,37,NA,121,6.88,4.06,5,8,4.55,37,14,121,6.88,4.06
"5083","Trevor Gaylor","WR",75,199,4.56,37.5,NA,121,7.03,4.29,7,4,4.56,37.5,14,121,7.03,4.29
"5084","Sherrod Gideon","WR",71,173,4.66,NA,NA,NA,NA,NA,0,8,4.66,35.5,14,120,6.96,4.205
"5085","Ricky Hall","WR",74,206,4.52,NA,NA,NA,NA,NA,0,8,4.52,35.5,14,120,6.96,4.205
"5086","Joey Hamilton","WR",73,201,4.54,36,NA,116,7.57,4.41,0,8,4.54,36,14,116,7.57,4.41
"5087","Windrell Hayes","WR",71,204,4.5,NA,NA,NA,7.33,4.18,1,5,4.5,35.5,14,120,7.33,4.18
"5088","Leroy Hodge","WR",73,215,4.54,34.5,NA,116,7.14,4.21,0,8,4.54,34.5,14,116,7.14,4.21
"5089","Trevor Insley","WR",72,192,4.7,NA,NA,NA,NA,NA,2,8,4.7,35.5,14,120,6.96,4.205
"5090","Darrell Jackson","WR",72,197,4.56,NA,NA,NA,NA,NA,24,3,4.56,35.5,14,120,6.96,4.205
"5091","Dwaune Jones","WR",72,191,4.66,NA,NA,NA,NA,NA,0,8,4.66,35.5,14,120,6.96,4.205
"5092","Marcus Knight","WR",73,180,4.72,28.5,NA,106,7.11,4.38,0,8,4.72,28.5,14,106,7.11,4.38
"5093","Charles Lee","WR",73,202,4.56,35.5,NA,125,7.3,4.25,1,7,4.56,35.5,14,125,7.3,4.25
"5094","Anthony Lucas","WR",75,194,4.53,35,NA,121,NA,NA,0,8,4.53,35,14,121,6.96,4.205
"5095","Alton Lusk","WR",74,182,4.61,36.5,NA,122,7.16,4.26,0,8,4.61,36.5,14,122,7.16,4.26
"5096","Wendell Montgomery","WR",75,203,4.81,35.5,NA,117,7.01,4.24,0,8,4.81,35.5,14,117,7.01,4.24
"5097","Scottie Montgomery","WR",72,196,4.57,36,NA,117,7.16,4.11,2,8,4.57,36,14,117,7.16,4.11
"5098","Muneer Moore","WR",73,201,4.52,37.5,NA,129,6.91,4.09,0,8,4.52,37.5,14,129,6.91,4.09
"5099","Sylvester Morris","WR",75,216,4.6,34.5,NA,119,7.06,4.17,6,1,4.6,34.5,14,119,7.06,4.17
"5100","Dennis Northcutt","WR",70,175,4.43,37.5,NA,123,6.96,4.04,13,2,4.43,37.5,14,123,6.96,4.04
"5101","Cory Peterson","WR",74,195,4.75,32.5,NA,114,NA,NA,0,8,4.75,32.5,14,114,6.96,4.205
"5102","Mareno Philyaw","WR",74,205,4.66,39.5,NA,129,6.93,4.13,0,6,4.66,39.5,14,129,6.93,4.13
"5103","Todd Pinkston","WR",74,169,4.45,NA,NA,NA,NA,NA,16,2,4.45,35.5,14,120,6.96,4.205
"5104","Jerry Porter","WR",74,221,4.48,NA,NA,NA,NA,NA,10,2,4.48,35.5,14,120,6.96,4.205
"5105","Gari Scott","WR",72,194,4.59,33.5,NA,119,NA,NA,0,4,4.59,33.5,14,119,6.96,4.205
"5106","Kofi Shuck","WR",74,180,4.66,33,NA,119,7.18,4.1,0,8,4.66,33,14,119,7.18,4.1
"5107","R. Jay Soward","WR",69,177,4.34,35,NA,124,NA,NA,2,1,4.34,35,14,124,6.96,4.205
"5108","Quinton Spotwood","WR",71,184,4.55,33.5,NA,123,NA,NA,0,8,4.55,33.5,14,123,6.96,4.205
"5109","Travis Taylor","WR",73,199,4.43,37,NA,118,7.15,NA,16,1,4.43,37,14,118,7.15,4.205
"5110","Troy Walters","WR",66,171,4.55,32.5,NA,106,6.61,3.84,2,5,4.55,32.5,14,106,6.61,3.84
"5111","Peter Warrick","WR",71,194,4.58,NA,NA,NA,NA,NA,16,1,4.58,35.5,14,120,6.96,4.205
"5112","Dez White","WR",73,218,4.62,37.5,NA,124,6.91,4.09,10,3,4.62,37.5,14,124,6.91,4.09
"5113","James Williams","WR",71,180,4.59,36,NA,123,7.22,4.16,4,6,4.59,36,14,123,7.22,4.16
"5114","Bashir Yamini","WR",75,191,4.53,33,NA,130,7.09,4.18,0,8,4.53,33,14,130,7.09,4.18
"5115","Scotty Anderson","WR",74,184,4.57,34.5,NA,115,NA,NA,8,5,4.57,34.5,14,115,6.96,4.205
"5116","Alex Bannister","WR",77,201,4.47,30.5,NA,110,NA,NA,1,5,4.47,30.5,14,110,6.96,4.205
"5117","Eddie Berlin","WR",71,191,4.43,39.5,NA,122,6.78,4.08,1,5,4.43,39.5,14,122,6.78,4.08
"5118","Corey Brown-01","WR",72,202,4.63,39.5,NA,126,NA,NA,0,8,4.63,39.5,14,126,6.96,4.205
"5119","Adrian Burnette","WR",70,191,4.63,NA,NA,NA,NA,NA,0,8,4.63,35.5,14,120,6.96,4.205
"5120","John Capel","WR",71,177,4.39,36.5,NA,126,NA,NA,0,8,4.39,36.5,14,126,6.96,4.205
"5121","Chris Chambers","WR",72,210,4.33,45,NA,134,NA,4,26,2,4.33,45,14,134,6.96,4
"5122","Kenny Clark-01","WR",73,225,4.59,35.5,NA,121,NA,NA,0,8,4.59,35.5,14,121,6.96,4.205
"5123","Ronney Daniels","WR",73,212,4.61,34.5,NA,118,NA,NA,0,8,4.61,34.5,14,118,6.96,4.205
"5124","Robert Ferguson","WR",73,205,4.48,36.5,NA,120,7.24,4.07,9,2,4.48,36.5,14,120,7.24,4.07
"5125","Richmond Flowers","WR",71,195,4.55,35.5,NA,114,6.98,3.96,0,8,4.55,35.5,14,114,6.98,3.96
"5126","Rod Gardner","WR",74,219,4.48,NA,NA,NA,NA,NA,20,1,4.48,35.5,14,120,6.96,4.205
"5127","Reggie Germany","WR",73,183,4.39,NA,NA,NA,NA,NA,2,7,4.39,35.5,14,120,6.96,4.205
"5128","Javon Green","WR",73,211,4.73,35.5,NA,113,7.41,4.34,0,8,4.73,35.5,14,113,7.41,4.34
"5129","Latef Grim","WR",71,188,4.6,NA,NA,111,7.27,4.33,0,8,4.6,35.5,14,111,7.27,4.33
"5130","Daniel Guy","WR",74,211,4.61,38.5,NA,125,7.35,4.29,0,8,4.61,38.5,14,125,7.35,4.29
"5131","Margin Hooks","WR",71,191,4.5,36,NA,116,7.08,4.18,0,8,4.5,36,14,116,7.08,4.18
"5132","Khori Ivy","WR",74,195,4.64,NA,NA,NA,NA,NA,0,8,4.64,35.5,14,120,6.96,4.205
"5133","Arnold Jackson","WR",68,167,4.48,41,NA,127,7.42,4.11,0,8,4.48,41,14,127,7.42,4.11
"5134","Cedric James","WR",74,204,4.49,43,NA,134,NA,NA,0,4,4.49,43,14,134,6.96,4.205
"5135","Sly Johnson","WR",69,181,4.61,35.5,NA,115,NA,NA,0,8,4.61,35.5,14,115,6.96,4.205
"5136","Chad Johnson","WR",73,192,4.57,33,NA,108,7.51,4.14,24,2,4.57,33,14,108,7.51,4.14
"5137","Kevin Kasper","WR",72,199,4.42,43.5,NA,126,6.56,3.73,2,6,4.42,43.5,14,126,6.56,3.73
"5138","Robert Kilow","WR",70,171,4.44,NA,NA,NA,NA,NA,0,8,4.44,35.5,14,120,6.96,4.205
"5139","Andre King","WR",72,199,4.61,NA,NA,NA,NA,NA,2,7,4.61,35.5,14,120,6.96,4.205
"5140","Dave Klemic","WR",71,188,4.37,36.5,NA,116,NA,NA,0,8,4.37,36.5,14,116,6.96,4.205
"5141","David Martin","WR",76,242,4.76,NA,NA,NA,NA,NA,3,6,4.76,35.5,14,120,6.96,4.205
"5142","Justin McCareins","WR",74,209,4.51,41,NA,129,7.06,3.99,14,4,4.51,41,14,129,7.06,3.99
"5143","Quentin McCord","WR",70,191,4.48,36.5,NA,112,7.17,4.18,5,7,4.48,36.5,14,112,7.17,4.18
"5144","Shawn Mills","WR",72,180,4.51,34.5,NA,116,7.12,4.15,0,8,4.51,34.5,14,116,7.12,4.15
"5145","Snoop Minnis","WR",73,171,4.57,37.5,NA,115,7.06,4.07,5,3,4.57,37.5,14,115,7.06,4.07
"5146","Freddie Mitchell","WR",71,185,4.46,39.5,NA,120,6.95,4.06,10,1,4.46,39.5,14,120,6.95,4.06
"5147","Quincy Morgan","WR",73,211,4.48,NA,NA,NA,NA,NA,17,2,4.48,35.5,14,120,6.96,4.205
"5148","Santana Moss","WR",70,184,4.31,NA,NA,NA,NA,NA,18,1,4.31,35.5,14,120,6.96,4.205
"5149","Steve Neal","WR",73,190,4.59,36,NA,119,7.18,4.19,19,8,4.59,36,14,119,7.18,4.19
"5150","Bobby Newcombe","WR",70,195,4.53,37,NA,117,6.86,3.98,0,6,4.53,37,14,117,6.86,3.98
"5151","Nate Poole","WR",73,198,4.79,32.5,NA,112,7.26,4.22,3,8,4.79,32.5,14,112,7.26,4.22
"5152","Ken-Yon Rambo","WR",73,196,4.34,NA,NA,NA,NA,NA,1,7,4.34,35.5,14,120,6.96,4.205
"5153","Koren Robinson","WR",73,211,4.61,NA,NA,NA,NA,NA,25,1,4.61,35.5,14,120,6.96,4.205
"5154","Steve Smith-01","WR",69,184,4.41,38.5,NA,121,7.44,4.25,24,3,4.41,38.5,14,121,7.44,4.25
"5155","Vinny Sutherland","WR",69,192,4.48,NA,NA,NA,NA,NA,0,5,4.48,35.5,14,120,6.96,4.205
"5156","Chris Taylor","WR",71,183,4.4,35.5,NA,115,6.81,3.93,0,7,4.4,35.5,14,115,6.81,3.93
"5157","David Terrell","WR",75,213,4.43,NA,NA,NA,NA,NA,8,1,4.43,35.5,14,120,6.96,4.205
